COMMENTS,STARS,English Comments,Roberta Model Polarity,Roberta Model Status,Roberta Result
"paketlenmesi güzel, kargo hızlı idi.mause gusel ama klavye bi yaniyor bi calismiyor...",3,"the packaging was good, the shipping was fast. the mouse is fine, but the keyboard is on and off.",[0.00616129 0.05888543 0.93495315],Positive,True
plastik kapsamları ve çok kalitesiz ürün üzerinde herhangi bir marka belirir etiket veya logo yoktur yorumlarda yazılan kalitede değil,1,"plastic scopes and very poor quality product has any brand appears on it, there is no label or logo, it is not of the quality written in the comments",[0.93014646 0.064036   0.00581751],Negative,True
Işığının scroll lock tan açıldığını öğrenmek biraz zamanımı aldı onun dışında güzel,5,"it took me a while to find out that the light was turned on from the scroll lock, other than that it's good",[0.02118572 0.22617747 0.75263673],Non Negative,True
Klavye bozuk çıktı mause saglamdı yani hiç hoşuma gitmedi bu durum çocuklar önce sevindi çok sürmedende üzüldü tavsiye etmiyorum,1,"the keyboard was broken, the mouse was solid, so i didn't like it at all, the children were happy at first, they got sad after a long time. i don't recommend it.",[0.9618561  0.0343065  0.00383734],Negative,True
zamanında teslimat yapıldı,5,delivered on time,[0.04125092 0.47429714 0.48445186],Non Negative,True
ürün gelmedi kargo şirketi alıcı kargoyu teslim almıyor diye girmiş halbuki kapıma gelmediler iade etmişler çok ilginç aras kargo ben senin ta...,1,"the product did not come, the cargo company entered because the buyer did not receive the cargo, but they did not come to my door, they returned it, very interesting aras cargo, i am yours...",[0.28745154 0.5272615  0.18528688],Non Positive,True
aldım elimde kırıldı plastik kokuyo kargoyu açtığımda eve 1 kutu parfüm sıktım plastik kokusu geçsin diye geçmedi,1,"i bought it, it broke in my hand, it smells of plastic. when i opened the cargo, i sprayed 1 box of perfume to the house.",[0.8180464  0.16091171 0.02104184],Negative,True
Gayet güzel geldi. Sorunsuz çalısıyor sadece klavyeninde ısıklarının değiştiğini düsünmüstüm sabit yanıyor,5,"it came out pretty good. it's working fine, i just thought the lights on the keyboard changed, it's on.",[0.00218916 0.02286723 0.9749436 ],Positive,True
ürün elime geldi bu ürünün fiyatı bu kadar bile etmez gelen ürün aidi geldi ben hıc memnun kalmadım cok kötüüü,1,"i received the product, the price of this product is not even that much, the product came, i was not satisfied at all, it's so bad",[0.9580432  0.03691882 0.00503791],Negative,True
Elit üyeyim trendyoldan kaçıncı alışverişim sayamadım ama ilk defa böyle bişi ile karşılaşıyorum.kargodan hasar gördüğünü düşünmüyorum çünkü paket sapasağlam ama kutunun içindeki klavyenin pil yeri resmen eşelenmiş kırılmış tuşları da üç tanesi basık kalmış,1,"i'm an elite member, i couldn't count how many purchases i have made from trendyol, but this is the first time i've encountered such a thing. i don't think it was damaged by shipping because the package is intact, but the battery place of the keyboard in the box is officially mapped, and three of the keys are depressed.",[0.15563753 0.5644363  0.2799262 ],Non Negative,False
Fiyatına göre iyi urun ışıkları ve maous çalışıyor,5,"good product for the price, lights and maous works",[0.00614627 0.0576869  0.93616676],Positive,True
Ürünü aldım çabuk geldi öneririm ışık gözüktüğü gibidir ve öneririm çok güzel bir ürün fiyatına göre fiyat performans ürünü,5,"i bought the product, it came quickly, i recommend, the light is as it appears and i recommend it",[0.00233334 0.03379624 0.96387035],Positive,True
Ürün eksiksiz güzel geldi,5,the product came perfectly,[0.00762816 0.06344009 0.9289318 ],Positive,True
ürün hemen elime ulaştı ışıkları tuşları gayet güzel 🤩,5,"the product arrived immediately, the lights and keys are very nice 🤩",[0.00124586 0.00755183 0.9912021 ],Positive,True
Çok güzel ama keşke klavyenin ışıkları mouse`ın ışığı gıbı geçişli olsaymış👍,5,"it's very nice, but i wish the lights of the keyboard were transitional like the light of the mouse👍",[0.00923543 0.08943896 0.9013255 ],Positive,True
Yani bu fiyata böyle. Işık’lar kalitesiz resimdeki gibi değil. Klavyenin tuş şeklini beğendim .Ucuz yollu klavye mouse işte,3,"so that's it at this price. lights are of poor quality, not as in the picture. i like the key shape of the keyboard. here is a cheap keyboard mouse",[0.37666777 0.4266844  0.19664776],Non Positive,True
ürünün ışıkları istediğim gibi değildi ama güzel,3,the lights of the product were not what i wanted but nice,[0.3868648  0.41229516 0.20084006],Cannot Find,False
Fare Ve Klavye güzel çalışıyor ama klavyenin renkleri yetersiz geldi bana,4,"mouse and keyboard work fine, but the colors of the keyboard are not enough for me",[0.58497375 0.35984164 0.05518465],Non Positive,False
almayın farklı marka geldi.,2,"don't buy, different brand came.",[0.4438012  0.52271914 0.03347968],Non Positive,True
Çok kaliteli değil resimdeki gibi gözükmüyor ama klavye ihtiyacıni görür fiyat performans açısından fena degil ama tavsiyem üstü ne biraz koyup kaliteli bisey almanızda,2,"it's not very high quality, it doesn't look like in the picture, but the keyboard sees what it needs, price is not bad in terms of performance, but my advice is to put a little on it and buy something quality.",[0.21888322 0.5092387  0.27187812],Cannot Find,False
görseldeki gibi değl plastik,1,plastic not as pictured,[0.5320756  0.44363818 0.02428627],Non Positive,True
Güzel ama RAYNOX markalı ürün geldi POLYGOLD aldım ben sonuçta bide tabana sıfır değil eğilmiş gibi ben aldım keşke 100 TL fazladan verseydim daha iyisini alsaydım ile yarasada eminim ki 3 ay sonra daha kalitelisini alıcam 3 ay ömür veriyorum,2,"it's good, but the raynox branded product came, i bought polygold, i bought it as if the bidet was bent, not zero, after all, i wish i had given 100 tl more, i would buy a better one, i'm sure i'll buy a better quality one after 3 months, i give 3 months of life",[0.09759848 0.31430525 0.58809626],Non Negative,False
ürün aldığım gibi çıktı kargo hızlı ve güvenilirdi,5,"the product came out as i bought it, the shipping was fast and reliable",[0.00270284 0.06304971 0.9342475 ],Positive,True
Bu nasıl Led çalışmıyor scroll lock a basıyorum ama tık yok iade olayını şu pandemiden dolayı sevmiyorum nolurdu test edip yollasanız yani ürün fena değil güzel ama o nedenle 3 yıldız,3,"how is this the led does not work i press the scroll lock but there is no click i don't like the return event because of this pandemic, please test and send it, so the product is not bad, it's nice but that's why 3 stars",[0.4714835  0.3602867  0.16822983],Non Positive,True
güzel üründü fiyatına göre. fakat benim ihtiyacım kalmadığı için geri iade etmiştim,5,it was a nice product for the price. but i returned it because i no longer need it.,[0.48448026 0.3823842  0.13313559],Non Positive,False
mouse güzel ışıklı ama klavyenin ışığı yok,3,mouse has nice light but keyboard has no light,[0.3639141  0.47479388 0.16129196],Non Positive,True
Resimdekiyle birebir geldi gayet iyi kargolanmis havalı süngerle vs ile de ancak arkasında çok ufak bir kırılma olmuş kargo nedeniyle o da sorun değil zaten teşekkürler,5,"it came exactly as in the picture, it was shipped very well, with an air sponge, etc., but there was a very small break on the back of the cargo, which is not a problem anyway, thanks",[0.00721886 0.08574776 0.9070335 ],Positive,True
ışık yanmıyor vs şeyler var alcak olan az daha ekleyip orjinal bişey alsın,1,"the light does not come on, etc. there are things to buy, add a little more and get something original",[0.2961103  0.59092283 0.11296689],Non Positive,True
ürün bozuk geldi daha üstüne kargo parası verdimmmm dermişimmm ÜRÜN MÜKEMMEL haydeeeee,5,"the product came broken, i paid more shipping money, i said mmmm, product is excellent haydeeeee",[0.09678565 0.20868775 0.6945267 ],Non Negative,True
1 tuşu çalışmıyor... onun dışında iii,2,1 key not working... other than that iii,[0.6735923 0.3066757 0.019732 ],Non Positive,True
mouseyi çok beğendim ama klavyenin ışığı RGB değil o hoşuma gitmedi onun dışında klavyenin sesi çok iyi kargo paketleme sinden çok memnun kaldım,4,"i like the mouse very much, but the keyboard's light is not rgb, i don't like it. apart from that, the sound of the keyboard is very good.",[0.32198292 0.34166688 0.33635023],Cannot Find,False
ürün yerine mandal geldi,1,product came with latch,[0.19859445 0.7229155  0.07849   ],Non Negative,False
Ürün normal bir ürün paketleme dışında bir sıkıntı yok...,5,"the product is a normal product, there is no problem other than packaging...",[0.03182292 0.40103674 0.5671404 ],Non Negative,True
Kargo berbat satıcı geç kargoya veriyor güven veren bi satıcı değil istanbula 4 defa aramama rağmen 2 haftada ulaştı ürün de ufak hatalar var bu kadar geç geleceğini bilseydim yurt dışından alırdım hem daha ucuz hem daha sağlam hemde en önemlisi stres yaşamaz kafama takılmazdı.,1,"the cargo is terrible, the seller delivers late, not a reassuring seller. even though i called istanbul 4 times, it arrived in 2 weeks. the product has minor faults.",[0.96370006 0.0323309  0.00396889],Negative,True
Aynı ürün gelmedi klavyelerde ışık yok,2,"the same product did not come, there is no light on the keyboards",[0.81809944 0.17473234 0.00716823],Negative,True
hiçbir şekilde tevsiye etmiyorum kargo gelmiyor para tuzağı !!!,1,"i do not recommend in any way, the cargo does not come, money trap !!!",[0.9538694  0.04179454 0.00433615],Negative,True
Ürünü alalı 1 ay olmadı mouse sorunsuz şekilde çalışıyor ama klavye hemen bozuldu alacaksanız başka bir ürün alın,1,"it has not been 1 month since i bought the product, the mouse works without any problems, but the keyboard is broken immediately, if you are going to buy it, buy another product.",[0.56720906 0.33169708 0.10109394],Non Positive,True
Maalesef klavye düzgün çalışmıyor. imleci rastgele hareket ettiriyor. ayrıca ışıklı olması tuşların üzerindeki yazıları göstermesine yetmiyor mause da sorun yok.,1,"unfortunately the keyboard is not working properly. it moves the cursor randomly. also, the fact that it is illuminated is not enough to show the writings on the keys, the mouse is ok.",[0.80511427 0.17403483 0.0208508 ],Negative,True
Ürün güzel olabilir ama beniki kırık geldi geri iade edicem,5,"the product may be nice, but mine came broken, i will return it",[0.60851735 0.31414625 0.07733636],Non Positive,False
klavyede ışık yok başka iyi,5,no light on keyboard other good,[0.01558248 0.17667633 0.8077413 ],Positive,True
Ürün güzel fakat klavye tuslarında ışık yok,2,the product is good but there is no light on the keys,[0.25902912 0.4590031  0.2819678 ],Cannot Find,False
hızlı ve güzel bir kargolama ürün de çok güzel inşallah bir sorun oluşmaz ilerki süreçte,5,"fast and nice shipping, the product is also very good, i hope there will be no problem in the future",[0.00201573 0.01324756 0.98473674],Positive,True
Çok güzeldi ama kablolu imiş benim hatam iade ettim..,4,"it was very nice, but it was wired, my fault, i returned it..",[0.30499312 0.4181964  0.27681035],Cannot Find,False
Klavye ve mause çok iyi hiçbir sıkıntı olmadan elime ulaştı hicbir sorun yok,5,"the keyboard and mouse are very good, i received them without any problems, no problems.",[0.00234335 0.01347706 0.98417956],Positive,True
Keskin bir plastik kokusu var. klavye idare eder. Ancak çok kalitesiz bir ürün. Mouse un tekeri bozuktu. Kullanılabilirlik açısından pek olumlu yorum yapamam. Tavsiyem bu fiyat bandında gidin elden alın daha ucuza gelir. Ve çalışıp çalışmadığına bakabilirsiniz.,1,"it has a strong plastic smell. keyboard handles. however, it is a very poor quality product. the mouse wheel was broken. in terms of usability, i can't comment very positively. my advice is to go in this price band, buy it by hand, it will be cheaper. and you can see if it works.",[0.846677   0.1318706  0.02145237],Negative,True
urun verdiğim adrese teslim edilmedi henüz elime ulaşmadan teslim edildi deniliyor ürünü goremedigim için yorumda yapamıyorum,1,"the product has not been delivered to the address i gave, it says it was delivered before i received it, i can't comment because i can't see the product",[0.84904337 0.14349551 0.00746114],Negative,True
ürün kalitesi orta durumda kabloları çok sağlam değil ve klavyeyi taktığımda çalıştı fakat mouse çalışmadı birde mouse dengesi biraz sıkıntılı onun dışında fiyatına göre kullanışlı,4,"the product quality is medium, the cables are not very strong and when i put the keyboard on, it worked, but the mouse did not work, the balance of the mouse is a little troublesome, apart from it, it is useful for its price",[0.47200665 0.4114641  0.11652926],Non Positive,False
